Index,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
11,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,2,2,1,0,1,5,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,2,0,0,1,1,1,0,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,1,1,0,1,6,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,0
12,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,1,0,2,0,2,0,0,0,0,1,0,2,1,0,0,6,0,0,4,1,3,0,0,3,0,1,0,1,4,0,0,0,0,2,0,0,0,4,5,2,1,1,0,0,0,3
13,0,0,3,5,2,0,0,1,0,0,0,6,2,1,0,1,1,1,1,0,1,2,2,1,1,0,0,1,0,0,3,1,0,6,0,2,4,0,1,1,3,4,4,0,2,2,4,0,4,2,0,0,0,2,0,0,3,1,0,1,2,0,0,1,1,0,2,0,1,4,2,0,0,0,0,0,0,1,0,0,1
14,0,1,1,0,0,3,2,1,0,1,1,0,0,0,0,0,1,2,1,0,0,5,1,1,0,8,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,9,5,0,0,2,0,1,1,0,1,0,0,0,0,2,1,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,1,0,2,0,0
15,1,1,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,2,2,0,0,0,6,0,0,2,2,6,5,0,2,0,0,4,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,5,0,0,2,0,0,0,2,4,4,2,1,0,1,4
16,0,1,0,5,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,1,2,4,2,5,1,3,1,2,0,0,0,4,0,1,1,0,0,2,0,2,0,0,4,0,0,0,0,0,1,2,0,4,4,1,0,0,2,1,2,1,1,1,5,4,3,1,0,0,0,1,6,0,0,0,1,2,1,0,0,2
17,1,1,1,3,3,1,0,0,4,0,0,0,7,0,1,2,2,0,3,9,0,0,0,2,2,0,0,0,0,0,1,2,3,2,0,1,0,0,0,3,0,0,1,1,1,0,0,3,0,0,0,7,1,3,0,1,2,0,0,1,0,0,3,0,2,0,3,2,1,0,0,0,0,0,4,4,0,0,0,1,0
18,2,4,6,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,2,0,0,2,0,0,4,2,0,0,2,1,0,3,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,1,1,1,0,0,0,2,3,1,0,1,0,0,0,1,3,0,0
19,0,0,2,0,0,1,0,1,0,1,3,2,0,1,0,0,3,0,0,7,0,0,0,0,2,2,0,0,1,0,2,1,0,2,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,2,1,1,0,2,0,3,0,1,0,1,3,0,0,4,0,6,0,2,0,0,1,0,2,0,0
20,2,2,1,0,0,0,3,1,6,0,0,0,0,0,0,2,2,8,5,3,6,1,3,1,2,2,1,0,0,0,0,1,2,3,0,0,0,3,1,0,3,0,1,0,0,0,0,2,2,6,1,0,0,1,1,0,1,3,2,0,0,0,0,0,3,3,1,0,4,1,0,0,0,2,0,1,2,2,0,0,3
21,1,1,1,0,0,4,0,1,0,1,1,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,2,1,0,1,5,0,0,0,0,0,3,0,0,3,0,1,2,2,1,1,0,1,1,0,1,5,1,0,0,0,0,0,0,0,1,4,1,1,0,2,0,0,2,0,3,0,0,0,0,1,0,0,0,2
22,3,0,1,0,1,1,1,0,0,0,4,1,0,0,0,1,0,2,1,0,0,0,0,0,2,2,0,5,1,1,0,4,0,0,0,0,1,3,0,0,0,0,4,1,0,2,0,0,2,2,2,3,0,1,1,0,0,0,0,0,4,0,0,2,1,0,1,0,0,0,2,2,1,0,0,0,4,4,0,1,1
23,6,0,0,3,1,1,0,1,2,0,0,0,0,5,0,1,1,0,6,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2,0,0,1,2,2,0,1,3,0,1,0,0,0,5,0,0,0,0,0,1,4,2,0,1,0,0,1,0,0,1,2,0,3,3,1,0,0,0,1,2,0,0,0
24,1,5,0,0,1,0,2,0,0,1,0,0,2,0,6,1,2,0,1,0,0,1,1,0,1,0,3,4,2,3,0,0,0,1,1,2,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1,1,3,4,0,1,0,0,0,2,1,1,0,0,1,2,0,4,0,3,0,0,2,1
25,1,0,2,0,1,0,0,0,1,1,0,4,1,1,0,0,2,2,0,0,2,0,1,0,1,0,0,3,0,2,2,1,1,0,2,0,1,2,0,0,1,0,1,1,0,0,0,0,3,0,4,0,1,0,1,0,0,2,0,1,1,0,2,2,0,1,2,0,1,1,1,0,1,0,0,2,0,0,0,0,0
26,0,6,0,1,0,1,0,4,3,0,1,3,0,0,0,0,3,0,0,3,1,0,4,5,3,4,1,1,1,0,0,0,1,0,4,0,1,1,2,0,0,0,4,0,0,1,1,6,2,4,3,1,0,2,3,0,1,0,0,0,1,7,1,2,0,0,1,0,0,0,0,3,0,0,0,0,1,3,0,0,1
27,0,0,0,1,3,0,0,0,4,0,2,1,4,0,1,0,0,0,0,0,0,4,0,2,2,1,0,0,1,0,3,4,0,0,1,1,6,0,0,0,0,0,0,0,1,4,1,1,2,1,0,0,0,9,2,0,6,1,3,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,2,1,0,0,0
28,1,0,0,0,0,1,1,0,2,1,1,0,0,1,0,0,0,1,1,0,0,0,6,2,1,1,0,0,2,2,0,0,2,2,0,0,0,1,5,1,0,1,6,0,4,1,0,1,1,5,1,1,4,1,0,0,2,4,0,1,0,1,4,0,1,0,0,0,4,1,1,3,7,0,1,1,4,0,0,4,1
29,0,3,1,1,0,1,0,1,2,1,0,0,0,0,0,4,0,0,1,1,3,3,14,1,0,4,0,1,0,0,1,0,0,5,0,0,1,1,0,0,0,0,1,0,3,2,0,1,1,2,0,1,1,1,0,1,0,0,0,1,1,1,0,0,4,0,1,0,2,1,1,1,0,0,1,0,1,0,0,1,0
30,1,0,0,0,0,1,0,0,0,1,2,1,3,0,2,0,2,1,3,1,0,0,6,1,3,0,0,5,1,0,4,2,1,0,2,1,1,0,2,0,0,1,1,0,1,0,0,2,0,0,1,1,4,0,2,3,0,2,1,0,0,1,0,0,0,0,1,3,0,2,3,1,1,0,0,1,2,1,1,1,3
31,1,0,0,1,0,0,0,0,0,4,0,1,1,0,0,1,2,0,0,3,0,2,1,0,3,0,0,2,2,1,6,1,0,1,1,1,6,0,2,2,2,2,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,4,2,1,3,1,0,1,0,0,1,0,1,1,0,0,2,1,1,1,1,2,1
32,0,1,0,1,0,0,0,2,0,0,0,0,0,1,1,0,1,0,1,0,8,0,1,0,1,0,0,1,0,2,0,3,1,0,0,0,3,0,0,1,0,0,3,0,2,0,2,0,1,2,0,1,0,1,0,0,1,0,2,2,0,0,0,2,1,2,0,0,5,0,0,0,0,0,1,1,0,2,0,1,1
33,3,3,3,0,2,0,1,0,4,1,0,0,1,0,0,1,1,1,4,3,0,3,0,1,0,1,0,0,0,4,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,2,3,0,0,1,0,2,1,0,0,0,0,1,0,1,1,1,0,0,1,0,2,2,0,0,0,1,0,1,1,1,0,1,0,1
34,0,2,1,3,1,1,1,0,0,3,0,1,0,0,0,0,0,6,2,0,0,0,1,2,0,0,1,0,0,3,1,0,3,1,0,1,2,2,1,0,0,1,1,0,0,4,0,0,1,1,1,0,4,0,0,3,0,0,0,0,6,0,0,1,3,2,2,3,1,2,0,2,0,0,2,4,5,0,0,0,0
35,0,0,2,0,0,3,0,0,1,0,3,1,2,0,1,1,0,0,1,1,1,2,2,1,4,0,4,0,0,0,1,0,0,1,0,2,0,0,3,0,1,0,1,1,2,0,0,1,1,0,1,4,1,0,0,0,0,3,1,3,0,0,0,2,0,0,7,0,0,1,1,1,0,1,10,3,1,0,1,1,1
36,5,2,3,1,1,0,3,0,0,2,0,2,2,2,1,0,0,0,0,0,10,0,0,0,2,0,1,2,2,0,0,0,0,2,0,3,1,2,0,0,0,0,0,3,1,2,0,0,2,0,0,0,0,1,1,0,2,1,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,9,3,2,2,1,1
37,0,3,4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,0,2,2,0,2,1,2,0,3,0,0,1,1,2,0,0,0,0,0,0,0,3,0,1,2,3,1,1,1,5,0,1,0,0,0,0,0,1,1,4,0,0,1,0,0,0,2,0,0,0,0,8,2,0,1,0,0,1,0
38,0,0,2,0,0,0,0,0,0,1,2,0,7,0,6,0,1,0,1,4,0,2,1,0,2,2,1,0,4,1,0,3,0,6,3,1,0,1,5,0,0,0,2,0,3,0,2,6,1,1,0,0,0,0,0,0,1,3,4,0,0,1,0,0,1,1,2,0,0,0,1,2,0,3,1,0,2,0,1,1,0
39,1,0,1,3,0,0,1,0,0,1,2,0,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,3,0,1,1,2,3,0,0,2,2,0,0,0,1,1,0,0,3,3,0,1,2,0,1,0,1,0,1,3,2,2,2,0,0,3,2,1,0,0,3,0,0,1,1,1,1,0,0,1,1,0,1,1,1
40,1,0,0,1,0,0,0,0,1,0,1,0,4,1,0,2,2,1,3,0,1,3,0,0,0,3,2,3,1,4,1,0,0,0,0,1,1,1,2,0,0,0,2,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,2,0,3,2,0,0,2,2,1,0,0,1,1,0,1,0,1,2
41,1,0,0,0,1,0,3,1,0,5,3,8,0,0,1,0,3,1,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,3,2,4,1,0,1,1,0,0,0,3,0,2,0,0,0,0,1,5,1,0,1,0,3,0,0,0,0,0,0,8,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1
42,1,0,0,0,2,0,1,0,1,0,3,0,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,3,0,0,2,4,0,1,3,0,0,0,0,1,1,0,0,0,0,2,0,4,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,4,1,0,0,0,1,2,1,1,4,0,0,5,1,0,3,0
43,0,1,0,4,1,0,0,1,2,0,0,2,0,0,0,2,0,0,1,0,1,5,1,0,0,1,1,1,1,0,0,0,1,0,1,0,3,1,0,1,2,0,0,1,0,3,2,0,4,2,0,2,0,0,0,0,1,2,0,2,1,1,0,2,4,1,0,3,1,0,7,0,0,0,1,1,1,1,2,4,2
44,5,0,1,0,0,0,0,0,3,0,0,0,0,1,2,1,2,0,3,3,0,3,0,0,1,0,0,1,0,1,0,4,1,0,1,0,1,0,4,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,1,1,1,0,0,1,0,2,1,0,3,0,0,1,0,2,0,4,1,4,0,0,1,0,0,1,0
45,1,0,0,4,1,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,6,0,1,0,0,1,0,1,1,1,0,2,2,2,0,4,0,0,0,2,0,1,2,0,5,2,0,4,2,0,2,4,1,0,0,0,1,0,0,0,3,1,3,0,0,0,2,3,1,0,0,0,0,0,0,0,1,1,0,0,2
46,0,0,1,0,0,0,3,1,0,0,1,0,1,0,1,2,1,1,0,0,1,4,0,0,3,2,3,0,3,0,0,2,1,0,1,2,1,2,0,0,1,1,0,0,1,1,1,2,3,0,1,1,2,2,0,2,1,0,0,1,0,2,1,0,6,0,0,2,0,0,0,0,0,0,1,1,2,0,0,2,2
47,2,0,2,0,2,0,1,3,0,0,0,3,8,0,0,4,0,0,2,0,0,2,3,1,0,4,0,0,0,0,2,2,0,3,0,0,0,1,0,0,2,0,0,2,0,0,3,3,2,3,0,0,0,1,0,2,0,0,0,1,0,0,0,4,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,2,0
48,0,4,1,1,3,1,1,3,1,1,1,0,1,5,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,3,3,0,0,1,2,2,1,0,1,0,0,0,1,0,0,5,2,0,0,3,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,2,4,0,1,0
49,1,2,1,0,0,3,0,1,1,0,1,0,3,4,0,0,0,1,0,1,4,6,0,1,0,0,5,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,4,1,0,1,0,0,1,1,4,0,9,2,0,1,0,0,0,1,0,1,1,2,2,3,1,0,4,1,1,0,2,2
50,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,1,4,0,0,1,1,0,1,3,0,0,0,0,0,1,0,0,3,7,0,3,0,1,0,1,4,0,1,1,0,1,1,0,0,0,3,0,0,0,0,1,0,1,2,0,1,1,3,0,0,3,1,0,0,0,1,2,1,5,2,0,1,1,2
51,5,1,0,0,0,4,1,3,4,0,2,1,0,0,0,3,0,0,5,0,3,0,2,2,0,2,2,0,3,4,0,0,0,0,0,2,0,1,0,2,0,0,2,0,0,0,0,1,2,0,3,0,0,0,0,4,0,1,1,1,2,0,3,2,0,1,4,0,1,0,1,0,2,0,7,2,0,0,0,0,0
52,1,0,2,1,0,4,1,4,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,5,1,1,0,0,1,1,1,1,0,2,2,3,2,0,0,0,0,1,0,1,0,0,0,0,3,1,2,0,0,3,2,0,0,0,2,2,0,1,0,1,4,0,4,2,0,0,0,0,2,1,0,0,0,4,6,0,2
53,0,0,0,2,5,1,0,0,1,0,0,0,2,0,2,0,2,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,2,1,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,1,0,2,2,3,0,1,0,0,0,0,0,3,0,0,1,0
54,1,1,1,6,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,5,1,0,0,0,0,2,3,0,3,1,0,0,0,0,0,2,1,0,0,3,0,0,0,1,0,3,0,0,0,1,0,1,1,0,0,1,0,3,2,0,1,0,0,1,0,1,0,0
55,1,0,1,0,0,0,1,0,1,3,0,1,2,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,8,2,0,3,0,1,1,0,0,1,0,1,0,1,3,3,0,1,2,0,2,2,1,0,1,1,2,0,0,1,0,2,1,0,1,0,2,0,0,0,6,2,0,1,3,0,1,2,1,4,1,6
56,0,2,0,0,0,1,1,0,0,4,2,0,1,0,0,4,0,0,0,0,0,0,0,3,3,0,0,1,1,3,0,0,0,0,0,7,1,0,0,0,0,2,3,4,3,2,0,0,0,4,3,1,1,0,0,1,0,1,0,0,0,2,1,0,1,6,1,2,0,2,2,0,0,1,0,0,4,0,1,1,0
57,0,1,1,4,1,1,2,2,2,1,3,0,2,0,0,0,5,1,3,0,1,2,1,1,0,0,1,0,0,4,1,1,2,0,1,1,1,0,0,0,1,0,3,3,1,0,2,1,0,0,0,3,1,0,0,0,0,2,0,3,1,0,3,2,1,1,3,0,2,0,1,0,4,0,0,0,0,0,0,3,0
58,0,2,1,0,0,2,0,1,0,2,9,0,0,0,3,1,0,0,2,1,0,0,0,1,1,0,1,4,0,1,0,1,0,0,6,0,0,0,2,2,1,0,0,2,1,0,1,2,0,2,2,0,0,0,1,2,2,0,0,0,1,0,5,0,0,0,1,3,0,0,1,1,0,1,0,0,1,1,3,0,0
59,3,0,0,4,0,3,0,0,5,1,1,0,0,0,1,5,2,0,0,7,0,1,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,1,1,1,1,0,1,2,1,0,3,0,1,3,0,0,0,4,2,0,0,1,0,3,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
60,3,5,0,0,3,0,0,0,0,2,0,2,2,1,0,3,1,0,0,1,0,0,3,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,2,0,1,0,4,0,0,2,4,4,3,3,1,0,1,1,0,3,0,0,0,1,0,1,2,1,5,0,2,2,0,1,0,5,1,4,0,0,0,0,0
61,0,1,1,2,1,0,0,2,1,0,0,1,2,0,0,0,2,0,0,3,1,0,0,0,0,1,2,0,0,0,0,0,0,3,1,2,1,3,1,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,2,1,3,0,0,2,1,0,0,1,0,1,0,1,1,0,2,1,5,0,1,1,0,0,0,0,3
62,1,1,2,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,6,1,1,2,5,0,1,3,0,0,4,0,2,0,1,1,1,0,0,0,2,8,1,0,8,0,0,1,1,1,0,0,1,0,0,2,0,0,4,1,0,0,0,1,0,0,2,0,1,1,1,2,0,2,0,0,0,0
63,2,3,0,0,2,2,2,2,1,3,2,0,0,1,0,0,0,2,1,1,1,0,0,4,1,1,3,0,0,1,2,1,2,1,0,5,3,0,0,0,0,0,5,1,0,0,1,0,0,0,0,1,2,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,1,0,0,0,4
64,0,1,3,3,2,1,5,0,3,2,1,0,3,0,2,2,0,3,1,1,0,0,1,1,0,3,0,0,0,1,1,0,0,1,3,0,0,1,0,0,1,0,0,0,1,0,1,0,2,1,0,2,0,5,0,0,3,0,0,2,1,0,0,4,5,0,0,0,7,0,0,0,2,0,4,2,0,1,2,0,0
65,2,1,1,1,1,2,0,1,2,2,2,0,2,1,6,1,4,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,2,5,0,0,5,0,3,0,1,0,1,0,1,1,0,2,0,0,1,0,0,2,2,2,0,1,0,0,2,0,0,1,0,1,0,5,0,0,0,2,0,2,3,1,2,1,0,0
66,0,1,1,0,0,0,0,0,0,0,5,1,0,1,1,4,0,0,0,0,1,0,0,0,1,1,6,0,1,0,6,0,1,0,6,1,0,0,4,3,0,1,0,1,0,0,0,2,0,0,1,1,0,3,1,3,1,1,0,3,3,1,0,0,2,2,0,0,0,1,0,4,0,0,5,0,0,1,0,2,0
67,1,2,7,2,0,1,4,2,0,0,0,3,2,2,0,0,0,0,1,0,2,0,3,0,0,2,0,0,0,0,0,1,3,0,1,0,3,0,0,0,3,3,3,0,0,1,0,1,1,0,0,0,1,0,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,4,0,1,0,1,5,2,0,1,0,0,0
68,1,0,1,0,0,0,1,2,5,0,2,0,2,2,0,0,0,1,1,0,2,0,2,6,0,0,3,0,0,0,0,0,2,0,0,1,2,1,0,1,0,1,0,4,2,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,5,1,0,3,0,0,0,2,0,0,2,3,0,3,2,1,2,0
69,0,1,0,0,2,4,0,0,2,0,0,0,5,1,2,0,0,1,0,4,1,1,0,0,1,0,0,2,1,0,0,0,2,0,0,1,1,0,0,0,2,0,3,0,0,1,0,1,0,1,0,0,3,4,3,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3
70,0,1,0,0,0,1,4,1,0,0,0,0,1,1,0,1,2,0,0,0,1,3,1,0,0,1,0,0,0,2,4,6,0,6,2,0,1,0,0,0,2,1,0,0,0,1,0,1,2,0,5,4,4,2,0,2,1,1,0,0,0,1,1,0,1,0,0,2,3,0,2,3,0,0,0,3,0,0,0,0,0
71,0,0,1,1,3,0,0,0,0,0,0,0,0,2,0,0,2,2,0,6,2,6,1,0,0,0,2,0,3,2,2,2,1,0,0,0,1,4,0,1,0,2,0,2,1,2,0,0,3,0,0,0,0,0,5,0,1,0,4,0,0,4,0,0,3,0,3,1,1,1,0,3,2,2,0,1,7,3,0,0,1
72,1,3,0,1,0,2,0,1,1,4,0,0,1,0,3,0,8,0,1,0,1,0,0,0,0,0,0,1,4,0,0,0,6,1,0,0,0,1,1,0,1,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5,0,0,3,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0
73,0,4,0,0,6,2,0,6,0,0,0,0,1,0,1,1,2,0,0,2,1,0,0,1,0,0,0,0,0,3,1,0,0,0,11,1,0,1,0,0,0,0,0,0,3,3,0,0,0,2,2,0,0,1,0,2,2,0,1,1,1,3,1,1,2,0,0,0,0,0,0,2,0,1,0,3,0,3,0,0,1
74,0,1,5,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,2,1,0,7,0,0,0,2,0,1,3,1,0,1,0,0,0,0,2,0,2,2,0,0,3,1,0,0,1,1,1,0,1,0,1,2,1,1,2,0,0,0,1,1,0,2,0,0,0,3,0,0,1,1,2,1,0,1,1,1,1,0,0
75,0,0,1,1,1,1,0,3,1,2,4,0,1,0,0,0,3,1,2,0,4,2,3,1,0,2,1,0,0,1,0,0,0,4,5,0,2,4,0,0,1,3,1,0,1,0,1,0,0,1,2,0,1,0,1,0,2,7,0,1,0,0,1,0,0,1,0,0,3,0,0,0,4,0,1,0,0,1,0,0,0
76,2,4,1,0,0,0,2,0,4,0,0,0,5,0,4,1,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,3,1,1,0,1,1,1,0,1,0,1,0,3,0,4,1,0,0,3,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
77,4,0,1,0,0,0,1,2,3,0,0,0,0,0,1,0,0,0,1,5,1,0,0,2,0,1,0,0,1,0,2,1,1,0,1,0,1,1,2,1,0,1,4,1,1,7,0,2,0,0,0,1,0,0,6,0,0,1,1,0,0,1,0,0,3,2,0,1,1,0,1,2,1,1,0,1,0,3,0,0,0
78,0,5,0,7,2,0,4,2,0,0,0,0,0,0,0,1,0,0,0,1,3,3,2,1,0,10,1,0,2,0,0,0,3,0,6,1,5,0,2,0,0,0,0,6,1,0,1,0,2,1,1,0,0,0,2,2,0,3,0,1,0,0,2,2,1,0,0,0,1,0,0,1,4,2,0,2,0,0,1,1,0
79,0,3,0,4,0,0,0,1,1,0,0,2,1,1,1,0,1,0,3,0,2,0,0,0,1,1,2,1,1,0,0,0,1,1,0,0,1,0,0,0,3,2,0,1,0,1,5,1,0,1,1,2,0,1,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,1,0,3,3,3,0,0,0
80,2,0,0,0,0,2,1,3,1,0,2,0,1,2,1,1,0,0,0,0,8,0,2,0,0,0,0,1,1,0,6,0,0,0,1,1,2,0,0,0,3,2,0,1,2,0,0,0,2,3,1,2,0,0,1,0,1,0,0,0,3,4,2,0,1,1,2,1,1,0,0,0,1,0,3,0,0,2,0,0,0
81,0,0,3,1,2,0,0,3,3,1,0,4,2,0,4,2,0,0,2,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,2,1,0,1,0,1,0,2,0,0,0,0,1,0,0,1,1,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,0,3,1,8,0,0,0,1,1,1
82,1,1,8,0,1,2,2,1,1,0,1,1,0,0,2,1,2,0,1,3,0,3,0,0,0,1,1,1,3,0,0,0,2,0,0,0,4,0,1,0,3,1,1,0,2,1,2,3,0,0,0,0,0,0,1,0,1,1,3,0,4,0,3,1,0,0,1,2,0,1,1,0,1,1,1,4,3,2,0,4,1
