Index,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
23,7,17,4,7,6,6,3,2,10,1,7,5,6,0,1,22,13,13,4,6,6,21,8,9,18,1,0,4,4,8,15,12,0,9,3,2,4,31,8,30,14,9,5,10,3,0,4,6,5,8,7,15,2,11,1,8,0,10,24,0,5,20,5,3,2,15,1,1,7,10,13,28,1,0,7,6,6,2,4,0,4
24,15,21,0,7,1,6,15,3,11,0,5,22,10,1,6,12,4,19,6,17,2,18,0,10,12,4,6,23,14,15,5,0,1,1,1,8,5,3,1,22,2,14,18,1,8,15,5,20,1,0,1,2,10,31,19,9,8,9,7,6,0,13,5,7,6,18,8,17,5,2,5,5,3,1,5,9,33,20,8,42,18
25,2,8,0,13,2,0,1,11,4,15,5,10,5,15,1,8,27,11,16,41,20,15,0,0,1,6,8,4,0,10,0,0,12,1,8,5,2,12,1,5,11,22,5,11,0,0,3,13,10,18,10,13,13,2,32,13,11,5,13,2,13,18,7,22,7,9,13,12,1,9,3,29,5,13,13,4,2,9,1,0,1
26,7,0,16,9,9,3,4,56,3,4,1,10,32,6,8,17,7,11,0,12,0,5,0,28,6,14,2,5,9,1,5,7,2,7,3,21,12,13,12,22,13,2,6,15,1,9,22,18,28,2,3,0,9,22,15,14,3,10,1,9,9,14,16,12,2,5,10,3,2,7,7,4,25,29,10,4,3,4,2,3,2
27,13,23,6,21,20,24,2,15,1,0,17,11,18,10,0,6,10,37,20,2,15,0,17,0,2,4,38,4,4,35,17,0,3,19,10,6,0,11,3,11,14,6,9,24,4,10,16,1,10,53,62,1,0,26,0,59,15,16,2,1,10,34,9,14,4,18,24,18,16,18,3,18,8,0,3,5,17,0,1,4,0
28,10,25,1,3,5,5,0,13,14,4,14,1,4,10,35,12,10,0,0,5,7,2,1,30,13,14,2,13,15,1,2,5,0,3,32,0,7,0,0,27,6,11,3,19,3,7,9,6,4,1,26,6,3,3,11,0,14,5,1,3,1,17,22,7,16,1,1,11,37,11,0,0,21,3,21,6,16,13,3,2,4
29,2,1,6,0,42,1,18,6,7,16,7,9,5,34,15,11,1,0,11,0,14,7,4,0,11,12,4,8,12,4,8,20,0,0,4,8,10,0,0,3,13,14,32,8,13,10,4,10,29,37,16,9,10,9,37,16,3,17,7,53,3,5,10,21,4,17,11,4,0,18,5,9,18,2,13,18,0,5,7,6,7
30,20,0,0,3,6,5,24,10,4,17,17,70,1,7,26,0,10,8,12,0,39,14,10,10,17,10,9,3,1,7,3,0,9,2,17,10,5,5,8,3,5,17,7,21,3,17,9,7,3,2,8,1,46,8,2,8,19,22,12,6,9,9,19,1,3,10,0,8,3,3,9,13,15,10,9,1,27,18,12,2,4
31,8,3,9,12,18,5,2,3,13,0,39,3,12,10,6,9,4,23,0,2,0,23,44,2,4,25,3,10,11,0,18,5,9,39,3,5,15,0,1,22,3,19,5,3,6,30,1,0,1,1,6,5,8,4,6,11,2,10,2,5,7,26,16,21,12,8,14,0,5,15,6,6,20,9,4,7,25,15,0,8,18
32,2,33,5,3,3,27,11,1,4,8,8,20,5,13,4,9,2,12,2,1,5,11,14,21,21,6,5,15,5,19,3,16,2,45,14,10,26,11,14,3,0,2,0,5,21,14,18,5,2,2,7,19,1,8,31,25,3,3,6,15,12,2,25,4,14,5,19,0,24,0,3,4,3,3,20,18,4,23,9,13,3
33,10,2,11,22,11,4,0,50,2,5,12,0,4,10,3,18,40,10,18,0,26,4,36,5,5,11,12,4,4,7,16,14,3,2,12,1,1,8,6,3,11,8,0,21,19,5,9,0,0,12,17,16,11,4,2,21,3,3,26,9,20,6,14,4,8,1,13,23,0,0,3,2,7,7,2,4,7,16,1,24,13
34,7,15,25,5,10,17,1,8,1,7,8,0,0,1,24,32,4,6,10,22,29,2,8,19,4,5,5,15,20,13,5,9,38,3,9,3,15,9,2,15,14,10,6,10,1,5,19,6,7,11,3,46,1,12,12,8,26,21,1,4,3,8,10,7,2,9,10,28,13,16,11,5,12,18,24,7,6,22,17,0,13
35,29,3,0,5,0,5,6,3,4,16,3,12,0,1,6,14,2,30,17,44,14,2,9,2,0,10,7,2,34,22,3,10,5,1,5,8,3,7,18,0,3,0,3,5,24,37,9,11,20,70,7,19,16,2,1,4,12,0,22,7,1,9,52,9,2,10,0,0,6,0,0,9,6,25,12,0,22,4,0,2,6
36,6,4,2,13,6,8,1,3,1,0,4,22,12,26,2,13,3,22,2,10,0,7,29,11,25,13,11,15,6,2,2,0,5,5,16,17,4,13,0,3,20,10,1,13,4,22,38,4,14,2,9,7,3,14,13,15,1,8,20,9,15,3,8,17,1,4,4,20,22,0,8,3,4,2,4,2,7,4,13,13,14
37,0,4,31,22,14,8,10,5,1,15,7,30,24,24,2,4,0,10,13,4,4,0,4,24,2,37,0,3,5,2,13,1,0,10,2,0,2,4,1,1,11,8,15,26,5,4,8,18,27,19,1,7,3,1,10,6,2,17,10,5,8,5,12,4,7,13,17,14,7,2,7,19,6,4,11,2,29,1,23,49,13
38,1,15,3,3,5,1,28,15,14,9,9,15,11,17,17,5,53,37,10,10,5,5,1,1,12,0,17,7,37,27,35,12,5,47,10,1,19,11,17,17,2,6,21,4,3,21,30,11,2,1,40,3,11,0,3,13,39,3,0,22,30,11,8,11,21,0,15,7,12,13,5,3,2,2,5,22,1,1,2,6,6
39,0,3,12,1,2,3,2,16,7,0,41,16,25,7,26,5,0,9,3,9,4,8,19,6,6,11,18,3,9,3,38,12,0,0,16,9,0,16,14,0,9,1,10,3,8,0,12,8,0,0,11,12,23,51,12,6,21,12,3,4,30,6,2,15,17,2,9,20,14,0,0,2,9,27,15,13,10,3,0,6,10
40,19,1,43,6,6,7,10,9,17,2,3,12,3,8,9,3,15,12,3,8,1,1,39,8,2,4,2,6,3,16,27,6,14,23,1,10,26,5,0,2,7,16,8,5,5,8,2,2,6,6,1,2,26,1,0,0,3,7,6,17,17,11,0,19,7,13,13,28,0,4,30,1,7,1,2,6,19,24,8,16,3
41,2,8,17,2,10,9,8,3,0,2,12,9,0,22,9,4,28,1,44,2,12,27,9,81,0,3,19,57,2,30,12,23,5,16,7,8,5,35,0,54,2,7,0,2,6,13,0,2,1,18,24,21,6,6,5,8,10,9,2,5,19,4,2,12,4,7,0,8,6,18,2,0,6,0,1,9,7,0,3,2,4
42,16,13,23,4,1,6,15,6,4,31,9,6,24,9,6,13,14,15,2,2,14,4,11,12,15,18,12,3,16,1,3,11,4,23,25,0,1,24,14,6,4,6,1,29,26,11,23,3,31,3,2,25,42,28,8,7,11,12,10,20,5,15,16,1,12,25,1,6,11,6,0,16,2,0,24,40,1,7,3,0,3
43,2,3,6,8,0,4,10,6,24,0,20,6,8,0,17,8,1,3,4,2,4,5,20,2,15,5,23,5,5,9,1,1,6,1,7,30,4,3,9,4,1,33,8,31,20,1,4,3,28,11,5,10,17,19,7,7,20,17,16,23,8,1,2,3,1,14,29,10,10,8,1,40,9,16,3,11,1,5,22,3,11
44,9,5,9,4,3,3,21,23,13,2,2,9,49,0,11,3,6,15,7,0,29,24,5,11,1,0,19,12,8,3,3,1,6,1,8,1,15,4,5,3,9,18,3,1,3,1,11,0,19,60,7,8,24,3,19,2,8,2,6,2,0,16,1,3,6,2,0,32,5,9,15,2,6,3,7,22,37,0,19,2,12
45,16,7,4,7,8,9,12,14,2,4,7,18,14,5,35,2,5,7,2,11,14,10,0,15,1,62,8,17,15,3,16,24,13,2,14,26,5,11,3,23,2,4,3,14,0,1,2,1,5,0,0,6,6,6,12,8,37,6,27,12,3,7,0,2,3,2,0,11,4,21,2,9,1,9,7,3,9,2,1,6,4
46,15,4,8,0,9,0,25,9,10,12,5,9,16,1,13,14,12,0,2,5,17,2,22,9,5,5,8,5,2,9,8,18,12,41,2,8,2,2,6,17,3,2,7,2,26,7,3,0,33,10,12,2,3,7,41,8,3,21,16,21,13,0,5,7,5,16,2,5,4,5,3,6,6,8,15,14,20,7,14,5,15
47,0,6,2,3,33,4,14,21,0,12,16,13,8,2,4,16,5,2,2,6,4,0,8,0,10,0,20,11,3,31,11,22,15,1,6,9,0,0,15,7,7,6,39,13,8,3,11,1,0,19,49,7,3,9,19,3,32,1,0,3,7,8,18,1,12,3,1,5,1,0,10,3,36,5,8,57,5,2,1,25,5
48,4,9,3,16,6,2,1,1,3,33,4,1,6,11,4,8,14,5,1,4,25,4,14,16,0,11,9,7,8,14,3,1,4,1,9,1,4,21,5,1,4,1,7,4,14,10,3,22,20,5,7,0,10,9,1,2,13,13,2,33,33,2,30,1,17,0,0,4,5,5,3,1,1,5,5,11,1,2,13,1,11
49,23,1,5,6,12,3,40,5,7,10,0,17,7,12,12,11,4,5,0,7,30,13,12,2,2,9,9,33,7,4,25,2,5,0,3,0,1,4,20,8,14,8,17,30,9,12,1,0,7,0,26,6,3,19,1,7,23,10,37,21,2,4,0,15,5,4,0,0,16,11,0,4,19,6,15,4,19,5,19,6,29
50,1,0,25,18,10,6,19,0,1,14,8,11,15,0,10,10,12,5,0,13,5,16,0,14,8,2,1,4,9,6,15,6,11,17,3,20,3,13,1,8,20,5,3,17,3,1,6,4,0,5,5,2,1,13,7,5,29,1,4,10,6,9,29,9,3,6,20,6,0,9,4,14,6,12,12,3,3,3,13,11,2
51,0,34,8,4,5,3,7,4,2,1,4,6,1,2,19,16,0,2,3,4,10,2,4,14,3,2,17,3,13,15,7,18,31,0,7,4,4,6,8,14,10,0,22,2,4,4,13,0,10,8,5,19,2,1,20,10,1,6,4,6,20,18,5,24,3,4,0,24,8,23,2,14,4,4,4,26,15,8,3,3,26
52,17,8,22,14,8,1,11,10,16,5,1,19,10,12,9,21,18,11,16,3,1,40,12,2,16,3,9,1,2,0,0,16,13,2,12,0,0,7,10,3,6,2,6,7,5,3,0,9,2,33,11,31,6,16,8,32,9,0,25,59,8,0,11,1,5,1,5,0,16,13,5,11,11,3,4,5,9,0,18,4,7
53,27,28,3,21,15,6,2,3,3,6,12,11,63,4,0,29,2,10,34,2,1,1,1,14,2,16,2,7,4,4,10,0,4,5,5,8,9,13,11,2,24,1,5,29,6,4,3,19,9,3,6,3,10,16,2,10,6,4,5,5,26,8,6,8,2,17,6,2,24,2,11,3,1,4,17,0,2,7,2,0,0
54,8,9,15,1,16,24,0,9,4,11,51,21,4,4,8,8,16,3,18,4,4,0,16,6,2,3,4,2,2,11,0,2,0,0,10,8,17,7,6,8,15,0,16,7,3,3,1,18,3,15,1,1,9,8,2,2,7,5,16,4,7,1,0,3,14,13,8,2,49,6,1,44,0,6,21,15,7,21,3,0,6
55,8,0,4,4,6,10,0,6,11,13,11,38,3,11,16,25,2,11,0,1,13,10,4,11,8,4,5,0,31,6,22,2,0,5,2,8,38,31,8,10,9,1,7,7,35,7,0,2,2,24,4,8,3,5,7,17,9,27,4,3,4,7,2,0,7,7,5,6,14,12,0,21,0,3,38,5,4,9,4,16,6
56,23,0,5,10,31,15,2,13,0,1,5,8,0,2,5,72,10,21,5,18,0,10,17,5,1,3,14,5,1,10,2,17,10,2,3,15,29,8,3,5,5,42,5,15,23,4,9,2,6,11,21,4,6,8,7,6,1,10,7,21,4,2,17,3,32,3,2,4,10,5,0,4,1,6,27,25,0,16,5,16,6
57,32,9,3,23,13,7,3,4,0,4,26,19,7,18,8,1,8,10,5,1,24,1,4,8,2,31,13,7,0,21,0,37,11,0,2,3,6,3,0,3,13,4,18,0,12,30,32,42,4,4,12,12,1,17,15,11,6,14,9,14,33,4,18,1,14,7,1,42,1,11,17,11,0,8,12,0,1,47,16,1,10
58,4,6,2,5,2,12,15,0,29,0,13,8,9,4,22,6,12,9,0,7,1,20,4,0,19,11,24,9,5,9,2,7,2,10,11,21,5,21,0,8,2,7,43,8,5,23,0,22,7,13,8,8,5,11,4,31,1,9,3,11,2,10,10,4,17,3,23,0,0,12,14,19,7,12,3,7,0,52,16,4,0
59,13,2,5,0,2,1,1,3,1,13,7,3,3,8,8,2,5,2,0,5,12,10,0,11,4,3,2,4,7,10,8,4,12,5,3,4,5,13,3,23,8,0,6,12,1,14,3,8,1,3,9,3,35,7,0,2,3,5,1,13,6,0,5,0,2,3,8,2,9,6,0,13,8,28,8,3,11,18,3,18,3
60,0,12,7,12,8,0,0,5,4,29,15,1,5,3,0,27,9,8,4,19,8,24,7,1,8,14,3,17,22,5,12,16,2,6,10,19,1,4,8,20,8,2,6,0,13,8,17,4,3,9,7,7,1,3,6,7,2,13,22,7,5,5,4,2,15,15,11,2,17,5,0,15,9,13,27,24,22,5,4,18,6
61,16,21,10,16,26,2,4,18,12,3,10,3,21,4,1,14,9,2,2,23,1,0,0,2,39,1,1,0,0,1,6,10,8,1,16,8,8,9,19,1,8,5,5,8,13,3,12,10,5,4,23,11,2,3,11,11,17,13,12,3,2,6,4,10,1,13,1,16,1,0,1,2,5,13,2,12,15,5,1,16,3
62,10,7,8,7,22,9,0,6,21,21,7,20,3,0,13,13,1,23,16,12,4,29,2,8,7,0,7,23,14,6,16,27,4,7,13,16,59,20,1,10,4,4,0,5,13,23,4,26,1,6,2,12,3,30,0,9,6,24,22,4,3,0,8,3,14,1,0,3,14,26,14,11,1,0,3,7,8,26,9,30,5
63,11,25,10,5,2,24,18,0,12,23,12,24,12,5,2,6,9,0,9,10,16,17,1,14,15,4,4,15,2,12,0,20,18,25,2,3,0,12,1,1,12,12,12,0,3,1,4,8,14,20,5,17,0,2,9,26,8,13,4,1,7,5,20,29,9,1,2,6,11,8,7,0,31,23,37,14,16,2,5,1,31
64,6,0,3,10,14,4,1,12,1,10,3,27,4,7,6,10,9,27,6,10,3,3,5,25,2,2,1,13,6,17,27,8,32,3,1,4,11,3,7,10,2,8,16,2,1,53,15,29,40,3,19,3,12,4,0,11,26,2,4,0,5,3,9,1,2,2,13,6,6,5,3,3,1,5,0,4,5,4,0,35,5
65,5,7,51,1,50,4,9,49,11,1,79,1,10,5,8,2,10,10,3,4,10,4,4,3,1,9,5,9,1,7,6,9,1,0,4,5,1,0,1,14,10,4,4,5,1,6,12,6,3,24,1,19,0,39,18,3,11,19,15,3,2,1,0,9,14,2,37,20,28,5,16,14,12,14,8,31,3,5,13,2,5
66,6,0,31,2,8,5,4,5,7,27,4,11,8,8,24,2,18,3,26,1,2,1,6,30,2,8,19,5,6,12,2,0,3,25,2,1,13,4,2,8,0,3,13,31,21,8,9,4,5,6,0,1,4,0,2,10,26,11,12,10,4,0,9,34,17,7,9,5,4,21,14,24,3,2,5,4,0,5,4,1,11
67,5,1,3,0,9,7,10,4,5,2,5,22,11,0,4,14,6,23,4,8,7,3,10,24,3,12,13,2,19,30,13,24,0,19,1,18,4,5,11,12,1,32,18,1,24,7,2,11,18,1,12,14,12,9,13,1,11,2,5,15,5,16,3,2,0,4,0,15,5,19,18,31,14,13,19,11,10,4,21,3,2
68,13,9,22,37,3,17,7,0,7,5,9,6,0,3,26,19,12,4,4,10,1,6,5,19,4,3,8,8,14,4,20,0,11,5,17,9,19,2,0,1,0,20,15,4,0,5,1,0,9,1,0,15,1,5,22,1,29,19,2,0,0,1,29,14,0,19,3,3,13,7,2,1,7,7,26,23,1,2,9,54,0
69,10,4,11,22,20,7,13,13,11,38,8,6,4,14,11,6,11,14,12,6,0,80,12,4,1,8,2,0,1,8,1,5,0,4,1,5,2,1,2,5,2,0,26,26,9,18,0,17,7,22,3,17,2,14,5,5,4,4,2,4,4,10,1,1,1,9,15,14,22,12,2,19,2,8,1,14,3,2,1,2,9
70,4,8,0,25,3,10,3,29,31,32,1,4,15,12,6,12,5,15,19,26,22,18,3,5,15,6,22,3,2,25,24,26,18,2,8,0,4,4,0,8,6,4,29,11,68,14,12,12,30,12,23,33,17,11,1,1,0,7,5,2,17,5,3,43,1,17,8,10,3,18,2,7,17,4,12,0,1,2,1,12,2
71,18,7,8,3,12,3,4,25,13,2,15,10,75,10,0,10,0,11,21,7,9,2,27,6,5,42,14,2,3,5,4,2,4,0,4,10,3,7,8,3,2,17,5,2,7,12,0,1,8,4,12,20,5,14,14,24,4,6,26,37,4,1,51,7,6,1,5,0,29,24,51,5,0,4,40,14,7,22,11,0,38
72,3,0,8,0,9,8,32,13,1,3,9,19,12,4,4,15,8,7,2,0,8,1,5,2,4,8,21,16,16,8,2,16,4,24,1,6,8,7,1,35,4,6,0,9,4,39,14,17,4,1,15,6,0,6,3,2,5,21,3,2,2,9,1,16,37,0,0,3,14,4,4,7,3,13,26,4,10,0,22,7,7
73,6,3,7,22,13,1,1,7,8,6,7,7,13,2,1,2,7,3,42,17,3,9,2,3,2,12,1,14,14,18,27,21,6,7,6,8,14,7,2,5,11,36,20,24,13,0,29,4,22,18,11,8,1,0,15,29,30,2,32,4,11,9,11,9,3,0,14,6,10,2,1,17,2,1,0,4,20,8,16,2,6
74,6,15,9,15,0,2,17,2,7,12,7,11,14,14,40,63,11,19,36,8,23,21,7,12,18,5,3,4,7,2,10,46,6,9,8,19,42,18,26,26,33,6,3,2,32,0,15,12,3,8,4,16,23,7,15,2,16,22,8,5,9,6,8,7,6,10,9,5,5,10,7,45,24,4,12,4,8,1,13,1,10
75,5,1,6,14,14,6,9,0,0,10,1,5,2,13,0,5,7,23,21,21,26,29,8,0,2,23,0,12,20,8,8,22,7,1,33,8,11,3,17,11,5,0,4,0,11,27,18,12,0,12,5,6,22,13,4,7,10,1,2,5,10,9,5,7,25,2,3,11,2,3,3,30,0,19,0,12,12,7,7,0,10
76,8,4,4,4,38,9,6,17,39,7,0,0,5,22,9,5,5,1,1,14,12,13,1,4,15,0,33,13,1,8,13,1,3,8,2,7,0,3,13,34,30,16,8,0,5,11,4,0,13,0,7,14,9,5,7,5,12,2,4,6,7,1,11,3,9,6,9,11,3,3,0,1,2,8,3,0,10,0,11,18,7
77,3,0,23,13,9,16,13,11,1,6,11,10,8,9,3,16,7,2,10,14,14,4,37,35,15,6,13,0,1,42,8,16,6,1,10,1,6,1,5,18,20,2,3,19,10,3,3,1,3,1,17,5,8,17,0,4,12,1,11,2,1,13,0,9,1,18,4,0,0,32,3,9,11,7,21,12,9,22,3,12,5
78,6,15,0,11,30,1,18,1,4,41,13,5,13,18,3,0,24,24,14,24,17,6,15,6,1,15,25,5,8,6,6,5,8,28,16,10,1,8,2,8,12,44,3,1,6,12,0,4,16,3,3,5,1,3,19,0,0,13,7,5,6,10,12,6,5,9,17,1,4,10,10,9,16,5,5,20,11,16,5,0,18
79,1,7,0,5,0,3,3,20,12,11,0,3,13,4,4,16,18,11,13,6,5,5,7,4,6,35,13,0,28,2,4,7,4,3,21,4,10,0,9,4,5,10,0,2,11,5,0,23,9,2,5,10,25,27,37,6,7,1,12,24,27,3,2,1,0,35,8,34,3,2,13,5,28,29,4,6,16,9,31,6,20
80,3,1,24,0,8,10,19,12,33,14,2,33,3,0,1,4,2,14,11,5,7,4,0,7,1,20,19,8,16,24,17,27,15,39,9,18,4,9,2,0,5,4,23,6,20,0,38,13,15,1,12,3,21,19,3,0,11,2,9,1,14,13,5,2,0,1,1,1,1,2,10,5,8,5,4,4,0,2,17,16,9
81,3,2,8,17,17,29,5,9,6,7,4,12,2,23,0,1,4,27,0,7,3,16,23,17,21,4,0,5,3,23,0,17,4,21,2,6,6,25,14,0,9,15,7,30,9,2,12,5,7,19,8,21,19,0,6,21,36,9,15,5,5,0,9,7,5,2,7,12,15,14,20,0,7,4,6,5,15,2,14,2,3
82,0,51,6,0,2,9,4,10,0,11,4,0,7,11,0,26,6,6,8,11,0,3,2,1,2,1,8,3,9,1,1,2,18,5,2,16,6,1,1,7,4,40,6,0,3,2,17,2,6,13,1,4,7,6,8,1,0,11,3,5,21,13,3,5,4,2,2,12,4,6,9,5,9,1,0,4,4,21,4,16,23
