Index,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
19,7,11,3,14,0,9,0,8,30,8,6,3,7,17,1,0,5,7,15,1,21,0,11,26,0,10,0,12,58,9,0,0,10,6,34,5,28,3,5,2,0,41,9,12,2,0,1,0,4,32,2,27,12,3,37,0,1,0,27,43,3,1,5,6,25,29,19,10,1,0,7,7,20,10,2,27,4,34,1,3,19
20,0,7,1,35,0,30,7,6,3,4,0,39,6,19,2,20,19,2,3,14,2,0,38,0,10,0,1,8,12,1,0,14,0,9,27,10,3,20,4,23,7,0,3,14,1,29,1,17,2,1,4,15,8,12,2,18,7,1,2,52,5,28,36,0,8,14,31,12,8,18,13,1,4,11,8,1,2,1,8,0,12
21,16,53,2,15,11,12,15,0,0,6,0,12,4,1,47,1,11,3,14,10,49,0,3,2,39,42,13,11,8,1,5,0,5,2,4,4,0,8,11,13,11,14,3,4,6,7,4,5,12,0,24,38,3,1,33,0,16,25,10,4,5,37,1,5,14,19,42,1,6,28,7,1,9,4,26,16,4,4,2,18,0
22,29,0,13,7,1,3,15,5,0,36,3,1,20,8,17,2,8,5,5,25,60,5,0,24,2,5,21,1,19,0,13,60,4,13,28,10,0,15,13,1,13,14,1,0,4,5,10,6,11,0,30,3,1,8,13,6,8,1,1,0,10,51,3,10,59,14,2,9,6,14,3,0,3,8,3,0,0,18,30,19,11
23,22,1,15,0,19,0,8,5,20,4,8,1,1,14,3,2,34,9,44,42,31,2,4,1,7,26,23,21,0,10,33,5,13,0,0,5,0,11,1,4,11,0,11,13,6,12,1,3,2,5,21,0,2,1,17,12,1,0,1,4,0,3,14,1,3,0,3,21,0,10,1,1,19,30,1,3,5,0,0,15,9
24,2,6,1,20,28,3,7,59,5,4,44,2,1,23,6,1,7,62,57,44,8,5,11,25,35,0,6,10,6,4,8,0,10,5,1,10,48,0,0,7,6,14,4,1,3,0,2,8,0,0,5,0,5,15,14,4,2,15,27,17,1,17,12,0,4,7,24,0,6,1,27,3,0,0,10,0,7,14,4,0,37
25,9,1,4,32,5,4,5,50,35,47,2,16,1,5,4,0,8,3,1,1,0,2,19,5,10,49,0,12,15,6,6,2,5,1,32,2,33,11,0,3,0,7,2,1,5,2,1,2,3,18,5,0,1,32,8,1,1,0,1,9,6,6,11,44,37,4,1,26,10,0,2,11,8,9,10,11,6,7,30,1,14
26,0,0,17,6,0,10,20,0,19,7,1,2,1,3,1,6,0,7,0,0,16,0,2,19,14,16,7,4,1,29,4,3,1,9,2,19,8,19,0,32,58,3,0,2,2,14,11,4,7,1,26,10,1,8,6,1,1,5,15,12,0,53,22,3,0,2,3,8,19,16,0,25,21,75,28,2,4,5,4,13,5
27,5,2,10,5,26,9,14,1,0,13,4,4,4,0,8,0,14,12,5,15,16,14,3,10,0,2,19,5,4,10,0,2,3,39,32,2,43,22,8,3,1,35,23,8,4,16,6,5,1,6,1,5,1,71,56,29,0,31,6,11,7,5,2,12,0,0,0,1,4,2,17,23,0,10,1,1,2,8,0,4,4
28,0,8,0,13,1,7,0,4,0,3,3,2,22,22,6,3,27,22,10,5,4,1,0,12,21,0,2,24,1,0,10,1,9,5,30,30,1,12,2,17,37,4,1,9,27,13,14,0,1,6,25,1,8,0,11,52,0,3,6,5,0,2,0,4,6,3,24,15,5,10,22,24,11,2,8,1,5,0,1,3,1
29,19,0,19,24,7,14,0,7,10,0,0,0,11,1,4,0,1,25,18,6,15,4,27,3,0,0,15,64,5,8,5,36,11,2,0,17,7,25,14,3,9,2,6,5,0,37,0,0,0,4,21,0,1,6,38,2,16,2,4,1,2,3,2,13,0,27,17,8,20,35,15,6,1,10,3,24,0,2,11,2,36
30,1,20,0,19,16,18,7,2,4,25,1,19,28,1,6,11,5,15,26,13,15,5,18,1,7,17,6,10,30,14,5,29,0,0,15,10,0,19,1,7,7,0,18,16,35,0,1,13,0,8,1,11,8,20,25,15,10,11,4,3,0,10,3,1,11,6,18,0,1,6,0,0,12,6,3,0,2,6,40,4,3
31,12,20,1,0,3,1,12,13,1,0,18,12,7,5,0,3,3,6,2,18,2,5,0,0,27,2,7,2,16,9,18,11,8,0,24,3,1,24,10,0,26,0,6,3,0,7,11,7,4,0,0,8,13,4,49,5,1,46,0,0,0,4,17,14,1,0,2,26,1,4,6,2,31,0,13,0,1,13,40,20,2
32,0,2,3,5,2,1,32,18,6,41,8,26,0,16,2,6,17,7,4,59,1,15,3,2,2,1,58,3,4,0,25,2,8,7,9,0,0,18,6,8,0,0,29,8,56,8,1,6,19,31,15,4,0,23,6,6,8,17,15,6,3,6,29,1,3,0,0,0,9,1,4,3,13,5,1,25,1,10,49,4,10
33,4,18,5,2,3,12,19,1,1,2,5,7,0,0,0,0,0,0,14,6,52,1,41,1,8,2,17,5,0,1,0,92,0,16,7,0,3,32,5,2,16,6,0,2,20,8,0,1,27,14,22,0,70,5,16,0,9,2,7,41,2,24,1,2,3,1,6,35,0,10,40,9,4,0,4,4,7,0,3,3,2
34,7,15,15,1,0,21,1,1,7,0,10,1,7,3,4,12,10,0,12,0,5,3,47,3,24,3,21,37,21,0,19,44,1,8,0,0,0,0,12,0,4,14,24,8,19,0,0,5,11,12,4,0,48,0,3,6,0,43,2,33,4,23,14,1,1,4,43,19,3,4,10,0,5,16,4,15,18,6,23,4,1
35,59,14,26,0,0,13,26,5,13,2,6,8,88,35,1,10,6,30,12,8,16,2,0,3,1,10,11,6,3,12,2,3,12,41,8,0,53,13,5,18,3,38,6,15,3,24,8,9,52,39,2,59,0,9,1,6,21,4,22,1,11,12,12,7,12,1,9,12,20,71,16,1,12,29,5,1,4,2,10,16,0
36,31,0,11,12,32,3,1,2,26,21,1,38,11,22,3,1,0,18,7,21,11,20,1,11,1,13,7,0,8,11,9,45,0,4,0,19,0,5,25,6,6,0,35,1,6,8,8,43,39,18,0,28,7,4,9,4,8,17,34,1,22,3,1,4,5,8,27,2,6,26,1,24,2,8,87,6,8,13,19,0,3
37,3,4,3,4,5,12,1,10,1,9,12,5,17,34,1,0,11,1,2,24,25,15,1,10,5,6,0,2,51,0,4,75,8,0,14,1,18,18,0,3,2,0,26,3,5,1,0,15,11,3,6,5,0,0,16,20,11,2,18,3,38,1,12,37,13,1,6,0,38,60,3,0,11,2,1,14,34,0,6,9,16
38,25,2,0,1,9,5,6,7,13,2,0,3,4,1,0,0,4,0,3,19,47,8,8,2,2,11,7,11,4,5,19,32,6,3,12,3,44,0,41,19,0,5,0,25,22,5,19,5,1,5,3,1,11,3,24,0,9,14,0,3,16,6,19,2,2,0,3,0,10,11,0,14,0,0,7,13,17,12,42,6,4
39,0,7,1,9,0,7,0,28,46,7,9,11,1,59,1,7,4,0,26,93,10,39,0,0,9,0,4,1,5,10,0,2,12,43,12,1,8,4,20,4,1,2,23,8,3,11,2,9,11,4,0,32,14,1,1,0,21,27,11,31,0,11,5,13,8,66,2,10,0,3,28,2,0,3,1,11,15,15,13,2,21
40,1,36,6,15,0,9,42,18,0,47,3,0,9,21,8,27,0,5,5,29,25,4,28,44,5,0,6,13,23,3,6,3,4,0,6,3,5,4,26,0,12,16,10,7,2,3,16,18,34,0,11,19,8,28,7,12,27,5,0,2,5,81,0,2,0,13,14,17,0,0,1,11,0,6,3,72,3,9,11,7,0
41,7,19,9,12,0,1,9,4,0,14,4,0,1,2,2,2,10,31,4,2,1,3,3,17,8,6,22,9,4,0,56,28,7,10,4,1,4,0,21,6,40,4,7,2,30,0,21,0,3,6,13,1,39,3,2,2,19,49,19,9,2,1,1,0,2,8,11,4,16,6,6,36,3,4,1,0,18,9,14,2,0
42,2,0,19,1,1,5,12,19,25,17,4,2,16,37,11,9,18,4,39,0,2,12,30,65,0,0,3,17,27,0,33,1,9,29,11,7,42,3,59,3,3,34,23,42,18,8,25,6,5,15,0,24,9,1,2,9,1,5,2,3,1,4,2,2,5,1,12,16,43,26,11,4,12,0,15,1,23,24,0,10,0
43,0,10,4,3,22,23,1,3,11,22,4,41,0,7,1,0,26,2,2,12,21,3,1,12,2,14,0,4,30,16,1,15,14,3,0,1,25,14,12,5,25,1,23,0,51,3,2,0,12,12,5,59,53,9,19,12,0,0,2,15,22,10,0,10,9,8,23,11,0,1,7,7,17,7,69,7,6,20,4,0,36
44,2,0,30,25,4,11,12,0,4,105,1,1,0,0,0,2,6,0,2,1,7,2,27,0,18,5,15,15,2,4,12,4,1,11,12,20,15,0,52,13,0,13,8,14,13,8,2,17,29,19,72,5,4,0,34,0,1,4,5,0,2,6,49,57,34,0,5,61,1,9,2,24,1,2,2,3,4,3,9,36,14
45,53,52,20,9,10,0,11,5,12,4,0,8,21,5,68,4,11,24,29,6,59,40,8,0,11,18,0,5,0,14,13,1,1,5,31,0,13,4,12,3,18,6,3,18,27,7,0,4,29,10,4,0,2,13,5,2,0,18,44,8,25,0,0,5,0,0,8,28,29,0,4,8,19,19,1,0,25,32,15,2,13
46,9,3,6,3,1,0,6,8,31,8,14,12,4,6,14,0,12,7,1,5,1,1,2,9,6,9,20,9,1,7,0,12,0,43,1,2,1,18,2,6,8,3,37,5,21,1,7,1,0,3,16,26,28,11,27,37,11,1,1,18,3,15,8,18,9,7,5,0,7,0,14,9,1,0,8,0,1,8,9,23,1
47,16,3,0,7,12,37,2,0,7,15,7,16,65,18,19,72,28,30,0,0,21,34,41,36,1,29,7,3,0,1,24,10,9,0,32,0,3,17,2,18,4,28,0,10,1,1,30,22,1,8,6,2,9,0,11,13,7,5,27,14,3,7,1,7,11,6,0,13,3,31,1,32,10,14,3,10,2,0,0,5,15
48,16,12,34,20,2,19,13,1,19,0,1,27,32,43,0,3,26,14,3,3,1,17,0,0,0,1,2,0,0,40,8,6,8,0,1,1,2,0,0,13,2,6,2,5,8,24,60,4,45,14,7,17,42,5,17,3,3,19,8,2,23,47,19,14,19,18,1,3,15,0,11,35,56,0,2,4,0,1,21,22,11
49,3,11,3,9,9,6,5,20,0,13,17,4,40,43,5,23,0,66,1,0,1,0,0,13,3,1,19,8,2,25,15,9,17,9,11,2,21,26,0,1,0,5,26,0,0,0,48,11,9,1,0,28,23,0,21,0,0,37,14,39,16,0,9,10,19,6,3,7,0,1,0,6,0,24,64,1,2,0,9,5,11
50,3,0,5,10,0,10,38,43,13,16,18,11,25,24,6,26,1,11,23,30,16,2,2,22,3,8,1,9,13,45,36,19,8,16,29,53,0,21,35,9,6,7,17,5,17,11,36,3,53,1,0,6,8,5,4,0,6,5,7,4,6,8,24,3,0,0,8,10,6,6,5,28,2,47,15,1,3,8,27,33,4
51,0,0,0,6,1,20,7,0,1,5,0,10,3,9,17,12,10,10,0,4,0,21,12,14,7,0,0,2,21,2,1,10,40,6,5,33,2,5,0,31,1,10,12,7,0,0,13,0,7,14,0,2,3,8,14,19,0,7,11,2,0,18,2,0,35,6,0,20,1,13,6,7,45,18,6,1,24,36,1,4,2
52,0,25,0,7,16,32,4,1,9,3,23,0,58,9,30,11,2,5,23,7,11,4,3,5,19,0,14,0,2,0,0,57,21,6,1,28,0,8,0,14,6,30,5,3,3,0,21,2,0,16,1,1,2,0,0,12,0,2,0,7,52,21,31,21,5,0,14,3,1,14,20,1,17,30,70,1,32,21,3,20,1
53,26,18,0,23,0,22,9,0,3,1,25,4,29,3,0,1,35,13,9,11,2,8,5,10,0,6,2,13,26,1,6,18,0,3,1,1,1,0,3,6,19,6,1,13,23,20,3,4,4,0,12,4,0,0,11,0,17,0,5,5,15,0,0,4,0,0,5,1,20,2,3,18,4,14,14,5,11,0,20,0,2
54,5,0,8,3,14,25,0,8,3,7,3,11,2,3,1,6,0,11,15,3,0,1,1,1,0,6,11,5,0,27,0,8,4,4,10,13,0,0,0,5,29,13,3,12,30,4,20,23,9,13,0,42,3,1,18,57,10,7,8,8,29,20,18,17,22,16,4,9,23,0,3,40,17,7,3,2,16,1,2,11,5
55,14,22,0,10,7,7,3,15,17,19,10,14,18,57,2,11,11,1,0,0,4,9,20,0,2,13,26,6,7,17,19,2,1,43,3,0,1,15,1,34,0,35,0,24,21,1,4,4,1,2,10,40,3,15,15,28,9,21,1,5,27,10,1,35,9,12,7,11,7,15,1,4,1,2,4,18,2,29,3,37,3
56,10,6,5,29,3,1,46,25,41,9,4,0,2,14,58,22,11,1,0,1,1,1,7,3,5,1,7,13,19,10,6,1,41,9,3,41,0,0,1,11,0,6,3,47,7,13,3,19,11,4,22,2,0,9,0,15,1,0,1,1,0,4,0,0,42,27,13,0,12,10,0,7,0,2,13,10,0,4,18,9,14
57,26,14,5,6,24,4,11,14,0,0,2,1,4,0,0,5,2,0,29,11,52,6,16,73,11,2,4,2,1,15,45,31,3,8,73,1,0,5,13,4,1,4,0,45,1,1,30,5,0,1,1,4,17,25,6,1,4,13,0,4,39,12,25,18,2,3,6,11,0,25,11,5,1,6,11,5,0,1,5,36,3
58,2,26,21,1,1,15,16,0,2,0,2,6,8,21,0,2,0,15,8,6,20,23,5,9,35,9,1,13,12,11,0,0,2,1,0,0,16,5,3,5,21,1,1,17,5,8,46,0,9,2,1,0,6,9,9,2,4,6,3,32,1,3,12,0,3,11,2,4,11,8,0,3,22,1,1,11,0,6,2,9,1
59,1,3,12,16,3,12,13,4,2,5,6,12,0,4,7,3,36,1,4,3,7,1,22,2,24,5,2,13,1,0,18,4,39,1,1,17,12,1,40,7,10,0,0,6,0,21,14,15,7,4,7,2,8,2,9,2,7,11,9,17,6,4,0,7,17,10,20,17,10,0,0,8,24,1,0,5,0,0,4,31,8
60,0,42,0,4,2,0,39,11,11,0,1,3,21,10,1,18,14,2,28,20,8,4,59,20,11,5,8,28,14,11,22,7,0,0,4,19,7,2,10,1,0,2,2,19,8,14,11,2,6,5,0,7,0,3,7,10,2,0,10,1,17,4,15,0,0,4,1,11,6,34,5,5,8,10,13,45,11,7,0,1,29
61,12,13,41,5,1,34,37,10,4,35,1,2,14,14,4,10,0,3,38,0,4,4,17,0,6,5,25,3,4,19,5,0,18,24,9,1,0,5,45,0,1,53,3,65,12,9,27,4,0,32,10,67,6,6,4,44,0,7,5,3,2,58,6,1,8,29,32,5,7,3,8,18,0,57,20,4,8,27,0,11,3
62,20,4,0,4,9,5,39,10,0,8,0,15,1,9,12,1,11,18,0,44,13,2,16,24,5,23,2,26,0,1,17,5,0,2,83,9,5,2,0,33,23,13,10,5,17,0,0,5,3,5,4,0,46,7,0,8,11,3,10,0,1,2,0,1,32,1,4,2,0,8,9,5,12,0,5,50,6,3,15,1,13
63,1,11,73,4,0,33,2,3,2,1,0,24,9,10,1,6,0,18,0,30,11,0,7,16,0,5,0,5,11,6,13,0,1,3,16,5,2,3,32,0,3,9,6,32,1,5,19,5,32,16,0,20,3,10,16,71,17,45,4,8,16,4,37,7,56,9,24,3,2,8,3,4,9,1,0,0,13,41,3,6,40
64,10,0,37,13,8,27,4,3,23,0,7,0,4,0,4,1,1,21,0,4,6,3,2,1,16,28,3,1,4,16,10,28,1,0,2,16,1,20,2,0,0,0,12,7,3,17,1,7,8,0,1,0,14,34,38,0,9,0,17,2,0,9,19,2,9,11,15,8,8,19,1,15,4,8,17,15,0,10,22,3,1
65,0,10,2,0,4,1,10,0,0,1,17,2,2,10,59,0,20,1,40,8,11,2,9,19,10,1,0,6,53,18,29,1,8,11,1,6,47,30,18,9,3,13,3,4,29,21,33,14,10,2,25,20,6,6,3,14,14,20,2,5,0,79,0,33,4,10,6,3,3,3,21,15,3,13,1,36,3,10,0,5,8
66,1,6,34,3,10,6,6,4,8,1,7,10,7,1,0,4,4,9,3,1,36,2,29,32,2,0,2,3,58,1,3,4,5,0,12,3,53,0,0,7,3,48,21,3,3,14,6,4,9,58,6,10,79,0,1,17,1,31,0,18,8,21,21,64,26,7,26,9,0,15,4,9,3,0,2,0,5,9,43,6,6
67,3,1,10,19,7,0,8,26,8,0,9,4,10,4,17,1,33,42,2,0,0,2,10,12,0,1,2,0,0,14,18,25,3,34,9,11,7,0,5,1,18,7,1,48,11,30,0,15,0,0,4,0,24,36,0,19,33,12,7,7,3,1,1,0,7,3,39,17,3,4,2,9,2,0,10,42,7,0,1,29,1
68,2,44,1,1,1,17,7,10,12,31,2,2,0,29,0,2,11,5,20,13,2,7,82,28,4,2,4,5,17,0,0,20,5,6,14,4,12,11,20,10,19,2,0,18,21,8,8,16,15,5,81,18,0,0,7,50,0,42,1,0,10,0,0,5,0,3,1,15,20,7,8,19,7,15,3,18,25,12,2,0,21
69,0,15,40,0,0,17,5,29,37,53,7,24,14,47,11,0,56,0,2,0,13,4,2,6,9,0,10,1,1,1,6,6,22,0,11,0,1,0,2,14,24,5,17,40,2,21,13,0,44,60,17,35,0,7,6,1,3,0,8,0,5,9,19,6,21,1,13,1,17,3,0,2,13,8,1,27,23,5,2,25,8
70,5,16,25,9,9,0,1,0,9,1,20,1,30,16,9,21,5,0,21,80,21,9,0,22,51,2,9,17,20,12,22,2,1,0,0,26,6,26,3,8,38,4,9,65,7,1,0,32,3,38,4,32,20,8,48,1,8,0,31,0,4,0,2,30,14,12,0,15,9,4,5,9,2,0,13,21,24,3,0,11,3
71,68,0,50,14,1,0,10,3,1,4,0,0,0,0,13,30,18,7,21,28,9,11,7,11,27,4,0,11,9,10,4,5,19,1,5,9,13,0,7,4,1,7,15,17,18,38,0,0,10,5,23,0,6,11,22,0,1,9,4,8,1,64,3,0,2,6,2,2,23,9,14,36,17,2,17,32,1,24,2,21,4
72,0,5,12,2,5,2,0,1,3,7,20,1,5,1,2,5,0,3,4,5,26,0,3,18,6,12,6,77,83,5,1,0,7,13,27,6,3,19,0,0,1,3,7,3,3,7,3,2,6,1,3,33,16,4,0,4,5,3,0,4,7,35,1,9,9,2,21,0,16,45,1,9,1,0,0,3,53,3,5,2,2
73,5,45,10,13,1,2,2,6,31,5,11,2,5,20,17,12,11,6,0,27,6,7,7,3,2,23,30,2,0,27,11,0,37,11,5,0,0,2,15,0,1,30,2,7,0,1,1,0,2,9,8,21,13,20,2,3,6,0,24,6,49,12,27,2,48,18,16,0,8,0,1,0,9,30,8,3,6,3,15,18,14
74,10,1,5,15,0,4,29,0,13,23,14,10,11,4,13,0,7,14,2,41,17,12,23,0,0,4,1,2,0,5,26,30,9,5,3,2,109,5,0,6,2,22,4,19,7,14,38,1,15,13,3,8,0,0,15,65,0,34,38,0,5,1,2,0,22,1,18,9,6,3,4,56,3,2,7,14,3,10,3,37,8
75,0,0,16,3,35,27,3,5,0,1,4,6,41,13,6,3,9,2,9,2,25,21,4,8,0,20,2,1,7,0,4,10,15,1,8,2,0,0,7,7,10,2,6,9,0,1,1,6,2,11,14,13,1,13,8,12,22,18,52,12,14,4,0,2,19,1,6,15,1,7,0,23,15,14,4,8,24,11,1,17,1
76,25,22,5,3,1,0,2,3,0,34,25,10,36,0,7,10,5,3,31,31,1,10,15,15,0,1,1,7,0,1,34,0,6,5,4,0,2,2,2,4,3,51,15,0,2,2,10,0,5,0,7,42,3,1,71,0,7,14,1,2,0,39,8,1,16,22,7,1,2,6,12,0,7,0,25,12,69,0,8,26,20
77,4,1,2,16,5,1,9,9,0,6,9,5,27,8,6,36,0,14,2,24,0,2,3,32,3,0,8,15,3,21,4,9,2,18,12,4,22,0,0,2,0,1,26,1,2,1,0,4,41,1,6,25,10,14,7,8,0,11,16,1,2,14,1,5,0,3,24,2,1,25,6,0,2,2,1,3,7,9,7,10,25
78,6,6,11,20,1,10,6,4,3,2,16,1,37,1,3,28,62,0,19,0,0,14,5,12,12,15,9,0,4,2,1,15,1,0,21,9,22,9,21,69,1,3,11,2,24,3,4,17,3,2,4,0,11,3,18,14,4,33,1,10,10,35,1,0,14,13,20,0,0,3,0,3,15,22,1,1,1,3,19,18,6
79,6,38,8,1,11,18,2,3,2,58,0,30,26,20,4,0,30,40,2,0,5,26,0,2,0,9,11,1,19,12,28,5,0,21,5,0,3,0,12,6,0,3,10,2,7,0,2,6,1,23,6,3,7,13,6,8,4,33,6,3,2,0,0,3,2,27,10,14,11,1,4,8,1,6,1,5,3,17,7,2,0
80,6,3,0,14,2,23,0,0,5,5,6,18,2,16,0,0,45,11,0,4,4,43,1,2,5,0,17,9,2,21,32,26,0,12,8,10,3,17,5,0,0,9,0,0,5,3,39,14,4,17,3,2,8,11,24,4,0,26,2,43,1,17,0,4,21,2,1,33,1,7,0,11,0,74,7,15,3,0,21,9,1
81,6,36,4,0,13,2,8,37,6,28,28,0,1,24,12,40,29,5,1,0,44,0,2,10,4,1,12,4,9,0,1,1,22,1,17,23,2,5,8,2,10,3,35,0,10,12,0,7,7,0,0,6,8,5,19,14,3,13,4,37,13,14,13,1,9,32,8,28,25,13,2,0,6,7,2,0,5,3,65,0,5
82,9,0,0,11,1,1,23,22,0,4,3,59,1,2,0,14,30,10,10,8,0,5,7,8,9,31,4,26,16,8,3,11,0,0,0,2,1,25,3,2,2,13,14,2,8,12,29,8,4,2,3,17,0,12,5,3,3,52,4,19,0,3,8,2,0,23,14,11,0,0,35,3,2,2,15,1,0,19,13,0,10
